Group No,Group Name,Name,Sub Name,Repeater Call Sign,Gateway Call Sign,Frequency,Dup,Offset,Mode,TONE,Repeater Tone,RPT1USE,Position,Latitude,Longitude,UTC Offset
70,SOTA-Summits,OE/SB-343 Blutsp,Salzburg 2626m,,,,,,GPS,,,,Exact,47.2492,13.685,+1:00
70,SOTA-Summits,OE/SB-426 Blueme,Salzburg 1695m,,,,,,GPS,,,,Exact,47.385,13.3414,+1:00
70,SOTA-Summits,OM/ZA-064 Boboty,Zilinsky 1086m,,,,,,GPS,,,,Exact,49.244,19.0602,+1:00
70,SOTA-Summits,OE/KT-408 Bockbu,Kaernten 1677m,,,,,,GPS,,,,Exact,46.9556,14.0106,+1:00
70,SOTA-Summits,OE/TI-919 Bockka,Tirol 2602m,,,,,,GPS,,,,Exact,47.2561,10.5683,+1:00
70,SOTA-Summits,OE/VB-495 Bocksb,Vorarlbe 1461m,,,,,,GPS,,,,Exact,47.3608,9.7575,+1:00
70,SOTA-Summits,OE/ST-352 Bocksr,Steierma 1763m,,,,,,GPS,,,,Exact,47.2228,14.3931,+1:00
70,SOTA-Summits,OE/TI-111 Bockst,Tirol 2805m,,,,,,GPS,,,,Exact,46.8533,12.5353,+1:00
70,SOTA-Summits,OE/SB-256 Bodenb,Salzburg 1523m,,,,,,GPS,,,,Exact,47.5964,13.4444,+1:00
70,SOTA-Summits,OE/OO-246 Bodenw,Oberoeste 1540m,,,,,,GPS,,,,Exact,47.7517,14.5664,+1:00
70,SOTA-Summits,OM/PO-065 Bodon,Presovsk 868m,,,,,,GPS,,,,Exact,48.9402,21.4073,+1:00
70,SOTA-Summits,OM/KE-018 Bogota,Kosicky 856m,,,,,,GPS,,,,Exact,48.7011,21.5165,+1:00
70,SOTA-Summits,OM/ZA-028 Boriso,Zilinsky 1510m,,,,,,GPS,,,,Exact,48.9413,19.0892,+1:00
70,SOTA-Summits,OM/PO-070 Borsuk,Presovsk 725m,,,,,,GPS,,,,Exact,49.0977,22.2575,+1:00
70,SOTA-Summits,OE/ST-118 Bosruc,Steierma 1992m,,,,,,GPS,,,,Exact,47.623,14.3461,+1:00
70,SOTA-Summits,OE/ST-601 Brachk,Steierma 1524m,,,,,,GPS,,,,Exact,47.68975,15.38555,+1:00
70,SOTA-Summits,OM/PO-059 Brada,Presovsk 1111m,,,,,,GPS,,,,Exact,49.0217,20.0162,+1:00
70,SOTA-Summits,OM/PO-007 Bradav,Presovsk 2476m,,,,,,GPS,,,,Exact,49.1713,20.1558,+1:00
70,SOTA-Summits,OM/KE-032 Bradlo,Kosicky 840m,,,,,,GPS,,,,Exact,48.6143,21.4303,+1:00
70,SOTA-Summits,OM/TN-045 Bradlo,Trencian 543m,,,,,,GPS,,,,Exact,48.6814,17.5681,+1:00
70,SOTA-Summits,OE/ST-403 Branda,Steierma 1508m,,,,,,GPS,,,,Exact,47.5439,14.0728,+1:00
70,SOTA-Summits,OE/OO-367 Brandb,Oberoeste 1074m,,,,,,GPS,,,,Exact,47.7664,13.9675,+1:00
70,SOTA-Summits,OE/SB-025 Brandh,Salzburg 2610m,,,,,,GPS,,,,Exact,47.4475,13.0044,+1:00
70,SOTA-Summits,OE/TI-948 Brandl,Tirol 2626m,,,,,,GPS,,,,Exact,47.3636,11.5081,+1:00
70,SOTA-Summits,OE/NO-221 Brandm,Niederoes 1277m,,,,,,GPS,,,,Exact,47.9094,15.2578,+1:00
70,SOTA-Summits,OE/VB-529 Brandn,Vorarlbe 2557m,,,,,,GPS,,,,Exact,47.0891,9.7633,+1:00
70,SOTA-Summits,OE/ST-114 Brands,Steierma 2003m,,,,,,GPS,,,,Exact,47.6008,14.9831,+1:00
70,SOTA-Summits,OE/NO-174 Brands,Niederoes 569m,,,,,,GPS,,,,Exact,48.2186,14.8789,+1:00
70,SOTA-Summits,OM/ZA-093 Branko,Zilinsky 1176m,,,,,,GPS,,,,Exact,49.0051,19.3094,+1:00
70,SOTA-Summits,OE/VB-094 Brauna,Vorarlbe 2649m,,,,,,GPS,,,,Exact,47.2294,10.0642,+1:00
70,SOTA-Summits,OE/SB-196 Braune,Salzburg 1894m,,,,,,GPS,,,,Exact,47.6353,13.45,+1:00
70,SOTA-Summits,OE/ST-581 Braunh,Steierma 1073m,,,,,,GPS,,,,Exact,47.3949,15.4012,+1:00
70,SOTA-Summits,OE/NO-197 Brauns,Niederoes 346m,,,,,,GPS,,,,Exact,48.1531,16.9575,+1:00
70,SOTA-Summits,OE/ST-077 Breite,Steierma 2144m,,,,,,GPS,,,,Exact,47.3711,14.2367,+1:00
70,SOTA-Summits,OE/OO-346 Breite,Oberoeste 1412m,,,,,,GPS,,,,Exact,47.7722,13.5153,+1:00
70,SOTA-Summits,OE/OO-303 Breite,Oberoeste 956m,,,,,,GPS,,,,Exact,48.415,14.2742,+1:00
70,SOTA-Summits,OE/TI-632 Breite,Tirol 2304m,,,,,,GPS,,,,Exact,46.7472,12.6061,+1:00
70,SOTA-Summits,OE/TI-747 Breite,Tirol 3287m,,,,,,GPS,,,,Exact,47.1008,11.0233,+1:00
70,SOTA-Summits,OE/KT-357 Breite,Kaernten 1550m,,,,,,GPS,,,,Exact,46.4555,14.3577,+1:00
70,SOTA-Summits,OE/SB-373 Breitf,Salzburg 2853m,,,,,,GPS,,,,Exact,47.1945,12.3208,+1:00
70,SOTA-Summits,OE/TI-959 Breitg,Tirol 2590m,,,,,,GPS,,,,Exact,47.4075,11.3783,+1:00
70,SOTA-Summits,OE/SB-036 Breith,Salzburg 2504m,,,,,,GPS,,,,Exact,47.4572,12.9031,+1:00
70,SOTA-Summits,OE/VB-331 Breith,Vorarlbe 2081m,,,,,,GPS,,,,Exact,47.2114,9.9142,+1:00
70,SOTA-Summits,OE/VB-532 Breith,Vorarlbe 2009m,,,,,,GPS,,,,Exact,47.1791,9.8641,+1:00
70,SOTA-Summits,OE/KT-403 Breitk,Kaernten 3154m,,,,,,GPS,,,,Exact,47.1137,12.7343,+1:00
70,SOTA-Summits,OE/KT-254 Breitr,Kaernten 1553m,,,,,,GPS,,,,Exact,46.7839,14.6322,+1:00
70,SOTA-Summits,OE/SB-214 Breits,Salzburg 1804m,,,,,,GPS,,,,Exact,47.3975,13.2786,+1:00
70,SOTA-Summits,OE/ST-149 Bremst,Steierma 1868m,,,,,,GPS,,,,Exact,47.3725,14.7792,+1:00
70,SOTA-Summits,OE/OO-051 Brenne,Oberoeste 1602m,,,,,,GPS,,,,Exact,47.8167,13.5783,+1:00
70,SOTA-Summits,OE/KT-015 Brennk,Kaernten 3018m,,,,,,GPS,,,,Exact,47.0975,12.82,+1:00
70,SOTA-Summits,OE/OO-413 Brennt,Oberoeste 1135m,,,,,,GPS,,,,Exact,47.8211,13.7553,+1:00
70,SOTA-Summits,OE/TI-457 Brente,Tirol 2000m,,,,,,GPS,,,,Exact,47.5322,10.5822,+1:00
70,SOTA-Summits,OE/KT-288 Brente,Kaernten 3019m,,,,,,GPS,,,,Exact,46.9863,12.79,+1:00
70,SOTA-Summits,OE/TI-183 Brette,Tirol 2608m,,,,,,GPS,,,,Exact,47.3331,10.4617,+1:00
70,SOTA-Summits,OE/KT-051 Bretth,Kaernten 2320m,,,,,,GPS,,,,Exact,46.9125,13.9364,+1:00
70,SOTA-Summits,OM/BB-067 Breven,Banskoby 555m,,,,,,GPS,,,,Exact,48.583,20.1194,+1:00
70,SOTA-Summits,OE/NO-310 Briefb,Niederoes 837m,,,,,,GPS,,,,Exact,47.9583,14.6125,+1:00
70,SOTA-Summits,OM/ZA-115 Brodni,Zilinsky 719m,,,,,,GPS,,,,Exact,49.2653,18.7678,+1:00
70,SOTA-Summits,OE/ST-550 Brucks,Steierma 1388m,,,,,,GPS,,,,Exact,47.5906,14.5951,+1:00
70,SOTA-Summits,OE/ST-038 Bruder,Steierma 2299m,,,,,,GPS,,,,Exact,47.3878,14.4219,+1:00
70,SOTA-Summits,OE/OO-033 Brunnk,Oberoeste 1708m,,,,,,GPS,,,,Exact,47.8275,13.63,+1:00
70,SOTA-Summits,OE/OO-341 Brunnk,Oberoeste 1508m,,,,,,GPS,,,,Exact,47.7806,13.6789,+1:00
70,SOTA-Summits,OE/ST-421 Brunnk,Steierma 1104m,,,,,,GPS,,,,Exact,47.6806,13.7408,+1:00
70,SOTA-Summits,OE/OO-404 Brunns,Oberoeste 1281m,,,,,,GPS,,,,Exact,47.6217,14.2964,+1:00
70,SOTA-Summits,OE/TI-657 Brunsc,Tirol 1510m,,,,,,GPS,,,,Exact,47.3275,11.1567,+1:00
70,SOTA-Summits,OE/TL-050 Bruthe,Tirol 1023m,,,,,,GPS,,,,Exact,47.6497,12.4653,+1:00
70,SOTA-Summits,OE/ST-140 Braeun,Steierma 1899m,,,,,,GPS,,,,Exact,47.6753,13.7925,+1:00
70,SOTA-Summits,OM/PO-071 Brusy,Presovsk 683m,,,,,,GPS,,,,Exact,49.2995,21.8622,+1:00
70,SOTA-Summits,OE/VB-505 Bruegg,Vorarlbe 1182m,,,,,,GPS,,,,Exact,47.4433,9.8531,+1:00
70,SOTA-Summits,OE/NO-283 Buchal,Niederoes 1483m,,,,,,GPS,,,,Exact,47.8075,15.1775,+1:00
70,SOTA-Summits,OE/KT-375 Buchbe,Kaernten 808m,,,,,,GPS,,,,Exact,46.7761,14.4517,+1:00
70,SOTA-Summits,OE/OO-117 Buchbe,Oberoeste 808m,,,,,,GPS,,,,Exact,47.9275,13.5294,+1:00
70,SOTA-Summits,OE/OO-361 Buchbe,Oberoeste 1132m,,,,,,GPS,,,,Exact,47.8294,14.3289,+1:00
70,SOTA-Summits,OE/SB-273 Buchbe,Salzburg 1234m,,,,,,GPS,,,,Exact,47.3092,13.0583,+1:00
70,SOTA-Summits,OE/SB-295 Buchbe,Salzburg 801m,,,,,,GPS,,,,Exact,47.9536,13.1089,+1:00
70,SOTA-Summits,OE/ST-454 Buchbe,Steierma 1563m,,,,,,GPS,,,,Exact,47.6308,14.8562,+1:00
70,SOTA-Summits,OE/ST-447 Buchbe,Steierma 1700m,,,,,,GPS,,,,Exact,47.5842,15.0806,+1:00
70,SOTA-Summits,OE/ST-586 Bucheg,Steierma 942m,,,,,,GPS,,,,Exact,47.596,14.7311,+1:00
70,SOTA-Summits,OE/NO-314 Buchen,Niederoes 790m,,,,,,GPS,,,,Exact,47.9458,14.7742,+1:00
