Group No,Group Name,Name,Sub Name,Repeater Call Sign,Gateway Call Sign,Frequency,Dup,Offset,Mode,TONE,Repeater Tone,RPT1USE,Position,Latitude,Longitude,UTC Offset
32,AT-Repeaters,Laaerberg Turm,Oberlaa Stadt,OE1XFW,,438.65,DUP-,7.6,FM,OFF,88.5Hz,NO,Exact,48.157173,16.396717,+1:00
32,AT-Repeaters,Lichtenberg,Lichtenberg,OE5XLL,,438.65,DUP-,7.6,FM,OFF,88.5Hz,NO,Exact,48.38515,14.25445,+1:00
32,AT-Repeaters,Rossegger Str/LWZ,Waidmannsdorf,OE8XCK,,438.65,DUP-,7.6,FM,OFF,88.5Hz,NO,Exact,46.61189,14.29801,+1:00
32,AT-Repeaters,Seegrube,Hoetting,OE7XLR,,438.65,DUP-,7.6,FM,TONE,77.0Hz,YES,Exact,47.305572,11.377861,+1:00
32,AT-Repeaters,Lachtal,Schoenberg,OE6XDG,,438.675,DUP-,7.6,FM,TONE,103.5Hz,YES,Exact,47.25505,14.34483,+1:00
32,AT-Repeaters,Hinteralm,Hintereben,OE3XPC,,438.7,DUP-,7.6,FM,TONE,162.2Hz,YES,Exact,47.97206,15.61039,+1:00
32,AT-Repeaters,Hunerkogel,Obertraun,OE5XDM,,438.725,DUP-,7.6,FM,OFF,88.5Hz,NO,Exact,47.46794155907106,13.626244068145754,+1:00
32,AT-Repeaters,Sonnenberg im Leithagebirge,Hornstein,OE4XSB,,438.725,DUP-,7.6,FM,TONE,97.4Hz,YES,Exact,47.875443581357835,16.475900647888768,+1:00
32,AT-Repeaters,Damberg,Unterwald,OE5XHO,,438.75,DUP-,7.6,FM,OFF,88.5Hz,NO,Exact,48.007363488562355,14.452160596847536,+1:00
32,AT-Repeaters,Hohe Wand,Maiersdorf,OE3XHW,,438.75,DUP-,7.6,FM,OFF,88.5Hz,NO,Exact,47.8346,16.04605,+1:00
32,AT-Repeaters,Ungerdorf,Ungerdorf,OE6XGD,,438.75,DUP-,7.6,FM,OFF,88.5Hz,NO,Exact,47.0938,15.69455,+1:00
32,AT-Repeaters,Grambach,Grambach,OE6XCG,,438.775,DUP-,7.6,FM,OFF,88.5Hz,NO,Exact,47.00617,15.4962,+1:00
32,AT-Repeaters,Linz Froschberg,Waldegg,OE5XBR,,438.775,DUP-,7.6,FM,OFF,88.5Hz,NO,Exact,48.28849,14.27855,+1:00
32,AT-Repeaters,Buschberg,Pyhra,OE3XNS,,438.8,DUP-,7.6,FM,OFF,88.5Hz,NO,Exact,48.577044,16.39555,+1:00
32,AT-Repeaters,Gruenberg,Schlagen,OE5XGL,,438.8,DUP-,7.6,FM,TONE,123.0Hz,YES,Exact,47.8981318,13.8219805,+1:00
32,AT-Repeaters,Zirbitzkogel,Granitzen,OE6XMD,,438.8,DUP-,7.6,FM,OFF,88.5Hz,NO,Exact,47.063469,14.567296,+1:00
32,AT-Repeaters,Duenserberg,Duenserberg,OE9XVV,,438.825,DUP-,7.6,FM,TONE,85.4Hz,YES,Exact,47.22903,9.737786,+1:00
32,AT-Repeaters,Hochkoenig Matrashaus,Muehlbach,OE2XHM,,438.825,DUP-,7.6,FM,OFF,88.5Hz,NO,Exact,47.420263,13.062393,+1:00
