callsign,name,band,freq_tx,freq_rx,ctcss_tx,ctcss_rx,c4fm,dmr,dmr_id,dmr_cc,dstar,dstar_rpt1,dstar_rpt2,fm,landmark,state,country,country_code,loc_exact,lat,long,locator,sea_level,skip,scan_group,source_id,source_name,source_provider,source_type,source_license,source_url,offset,dup,ctcss,simplex,split,multimode,name_formatted,distance,heading,attempts,activations,qsos,grid
SK-0023,Ponitrie - Protected Landscape Area,gps,,,,,False,False,,,False,,,False,"SK-NI,SK-TC",Nitriansky,Slovakia,SK,True,48.495,18.265,JN98dl,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-NI,0,,False,True,False,False,SK-0023 Ponitrie - Protected Landscape Area,,,1,1,18,JN98dl
SK-0038,Babsky park - Protected Area,gps,,,,,False,False,,,False,,,False,SK-NI,Nitriansky,Slovakia,SK,True,48.3013,17.8907,JN88wh,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-NI,0,,False,True,False,False,SK-0038 Babsky park - Protected Area,,,3,3,138,JN88wh
SK-0039,Bohatsky park - Protected Area,gps,,,,,False,False,,,False,,,False,SK-NI,Nitriansky,Slovakia,SK,True,47.8826,18.2001,JN97cv,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-NI,0,,False,True,False,False,SK-0039 Bohatsky park - Protected Area,,,1,1,45,JN97cv
SK-0040,Cicovsky park - Protected Area,gps,,,,,False,False,,,False,,,False,SK-NI,Nitriansky,Slovakia,SK,True,47.7737,17.7671,JN87vs,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-NI,0,,False,True,False,False,SK-0040 Cicovsky park - Protected Area,,,1,1,12,JN87vs
SK-0045,Hurbanovsky park - Protected Area,gps,,,,,False,False,,,False,,,False,SK-NI,Nitriansky,Slovakia,SK,True,47.8735,18.189,JN97cu,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-NI,0,,False,True,False,False,SK-0045 Hurbanovsky park - Protected Area,,,0,0,0,JN97cu
SK-0046,Kastielsky park - Protected Area,gps,,,,,False,False,,,False,,,False,SK-NI,Nitriansky,Slovakia,SK,True,47.8918,18.2025,JN97cv,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-NI,0,,False,True,False,False,SK-0046 Kastielsky park - Protected Area,,,0,0,0,JN97cv
SK-0047,Klasovsky park - Protected Area,gps,,,,,False,False,,,False,,,False,SK-NI,Nitriansky,Slovakia,SK,True,48.276,18.2613,JN98dg,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-NI,0,,False,True,False,False,SK-0047 Klasovsky park - Protected Area,,,1,1,95,JN98dg
SK-0048,Komjaticky park - Protected Area,gps,,,,,False,False,,,False,,,False,SK-NI,Nitriansky,Slovakia,SK,True,48.1557,18.182,JN98cd,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-NI,0,,False,True,False,False,SK-0048 Komjaticky park - Protected Area,,,0,0,0,JN98cd
SK-0050,Kraviansky park - Protected Area,gps,,,,,False,False,,,False,,,False,SK-NI,Nitriansky,Slovakia,SK,True,47.7592,18.4841,JN97fs,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-NI,0,,False,True,False,False,SK-0050 Kraviansky park - Protected Area,,,0,0,0,JN97fs
SK-0052,Lapassky park - Protected Area,gps,,,,,False,False,,,False,,,False,SK-NI,Nitriansky,Slovakia,SK,True,48.3092,18.1781,JN98ch,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-NI,0,,False,True,False,False,SK-0052 Lapassky park - Protected Area,,,1,1,81,JN98ch
SK-0053,Levicky park - Protected Area,gps,,,,,False,False,,,False,,,False,SK-NI,Nitriansky,Slovakia,SK,True,48.2155,18.6028,JN98hf,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-NI,0,,False,True,False,False,SK-0053 Levicky park - Protected Area,,,1,1,49,JN98hf
SK-0054,Lipovsky park - Protected Area,gps,,,,,False,False,,,False,,,False,SK-NI,Nitriansky,Slovakia,SK,True,48.1082,18.1891,JN98cc,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-NI,0,,False,True,False,False,SK-0054 Lipovsky park - Protected Area,,,0,0,0,JN98cc
SK-0055,Maniansky park - Protected Area,gps,,,,,False,False,,,False,,,False,SK-NI,Nitriansky,Slovakia,SK,True,48.152,18.2862,JN98dd,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-NI,0,,False,True,False,False,SK-0055 Maniansky park - Protected Area,,,0,0,0,JN98dd
SK-0056,Marcelovsky park - Protected Area,gps,,,,,False,False,,,False,,,False,SK-NI,Nitriansky,Slovakia,SK,True,47.7944,18.2753,JN97dt,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-NI,0,,False,True,False,False,SK-0056 Marcelovsky park - Protected Area,,,0,0,0,JN97dt
SK-0057,Mocensky park - Protected Area,gps,,,,,False,False,,,False,,,False,SK-NI,Nitriansky,Slovakia,SK,True,48.2323,17.9282,JN88xf,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-NI,0,,False,True,False,False,SK-0057 Mocensky park - Protected Area,,,2,2,75,JN88xf
SK-0058,Novovesky park - Protected Area,gps,,,,,False,False,,,False,,,False,SK-NI,Nitriansky,Slovakia,SK,True,48.291,18.3273,JN98dg,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-NI,0,,False,True,False,False,SK-0058 Novovesky park - Protected Area,,,0,0,0,JN98dg
SK-0059,Palarikovsky park - Protected Area,gps,,,,,False,False,,,False,,,False,SK-NI,Nitriansky,Slovakia,SK,True,48.0382,18.069,JN98aa,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-NI,0,,False,True,False,False,SK-0059 Palarikovsky park - Protected Area,,,0,0,0,JN98aa
SK-0062,Rumanovsky park - Protected Area,gps,,,,,False,False,,,False,,,False,SK-NI,Nitriansky,Slovakia,SK,True,48.3281,17.8727,JN88wh,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-NI,0,,False,True,False,False,SK-0062 Rumanovsky park - Protected Area,,,2,2,30,JN88wh
SK-0063,Rubaniansky park - Protected Area,gps,,,,,False,False,,,False,,,False,SK-NI,Nitriansky,Slovakia,SK,True,47.9322,18.3921,JN97ew,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-NI,0,,False,True,False,False,SK-0063 Rubaniansky park - Protected Area,,,0,0,0,JN97ew
SK-0066,Strazsky park - Protected Area,gps,,,,,False,False,,,False,,,False,SK-NI,Nitriansky,Slovakia,SK,True,47.7598,18.0529,JN97as,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-NI,0,,False,True,False,False,SK-0066 Strazsky park - Protected Area,,,2,2,70,JN97as
SK-0067,Svaetopetersky park - Protected Area,gps,,,,,False,False,,,False,,,False,SK-NI,Nitriansky,Slovakia,SK,True,47.8504,18.2631,JN97du,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-NI,0,,False,True,False,False,SK-0067 Svaetopetersky park - Protected Area,,,0,0,0,JN97du
SK-0069,Suriansky park - Protected Area,gps,,,,,False,False,,,False,,,False,SK-NI,Nitriansky,Slovakia,SK,True,48.422,18.0202,JN98ak,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-NI,0,,False,True,False,False,SK-0069 Suriansky park - Protected Area,,,0,0,0,JN98ak
SK-0070,Tesarsky park - Protected Area,gps,,,,,False,False,,,False,,,False,SK-NI,Nitriansky,Slovakia,SK,True,48.5949,18.078,JN98ao,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-NI,0,,False,True,False,False,SK-0070 Tesarsky park - Protected Area,,,0,0,0,JN98ao
SK-0073,Topolciansky park - Protected Area,gps,,,,,False,False,,,False,,,False,SK-NI,Nitriansky,Slovakia,SK,True,48.4218,18.413,JN98ek,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-NI,0,,False,True,False,False,SK-0073 Topolciansky park - Protected Area,,,1,1,98,JN98ek
SK-0074,Tovarnicky park - Protected Area,gps,,,,,False,False,,,False,,,False,SK-NI,Nitriansky,Slovakia,SK,True,48.5684,18.1477,JN98bn,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-NI,0,,False,True,False,False,SK-0074 Tovarnicky park - Protected Area,,,0,0,0,JN98bn
SK-0075,Zeliezovsky park - Protected Area,gps,,,,,False,False,,,False,,,False,SK-NI,Nitriansky,Slovakia,SK,True,48.0448,18.6567,JN98hb,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-NI,0,,False,True,False,False,SK-0075 Zeliezovsky park - Protected Area,,,0,0,0,JN98hb
SK-0076,Zitavsky park - Protected Area,gps,,,,,False,False,,,False,,,False,SK-NI,Nitriansky,Slovakia,SK,True,48.2046,18.2979,JN98de,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-NI,0,,False,True,False,False,SK-0076 Zitavsky park - Protected Area,,,0,0,0,JN98de
SK-0090,Park Kastiel Oponice - National Monument,gps,,,,,False,False,,,False,,,False,SK-NI,Nitriansky,Slovakia,SK,True,48.4483,18.1563,JN98bk,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-NI,0,,False,True,False,False,SK-0090 Park Kastiel Oponice - National Monument,,,0,0,0,JN98bk
SK-0091,Park Kastiel Mojmirovce - National Monument,gps,,,,,False,False,,,False,,,False,SK-NI,Nitriansky,Slovakia,SK,True,48.2067,18.061,JN98ae,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-NI,0,,False,True,False,False,SK-0091 Park Kastiel Mojmirovce - National Monument,,,0,0,0,JN98ae
SK-0161,Leharov park - National Monument,gps,,,,,False,False,,,False,,,False,SK-NI,Nitriansky,Slovakia,SK,True,47.7575,18.1241,JN97bs,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-NI,0,,False,True,False,False,SK-0161 Leharov park - National Monument,,,0,0,0,JN97bs
SK-0162,Park Kastiel Horne Semerovce - National Monument,gps,,,,,False,False,,,False,,,False,SK-NI,Nitriansky,Slovakia,SK,True,48.1284,18.8799,JN98kd,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-NI,0,,False,True,False,False,SK-0162 Park Kastiel Horne Semerovce - National Monument,,,0,0,0,JN98kd
SK-0163,Park Kastiel Horne Lefantovce - National Monument,gps,,,,,False,False,,,False,,,False,SK-NI,Nitriansky,Slovakia,SK,True,48.4208,18.1473,JN98bk,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-NI,0,,False,True,False,False,SK-0163 Park Kastiel Horne Lefantovce - National Monument,,,0,0,0,JN98bk
SK-0164,Park Kastiel Lucnica nad Zitavou - National Monument,gps,,,,,False,False,,,False,,,False,SK-NI,Nitriansky,Slovakia,SK,True,48.2152,18.2909,JN98df,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-NI,0,,False,True,False,False,SK-0164 Park Kastiel Lucnica nad Zitavou - National Monument,,,0,0,0,JN98df
SK-0165,Park Kastiel na Malante - National Monument,gps,,,,,False,False,,,False,,,False,SK-NI,Nitriansky,Slovakia,SK,True,48.321,18.1465,JN98bh,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-NI,0,,False,True,False,False,SK-0165 Park Kastiel na Malante - National Monument,,,0,0,0,JN98bh
SK-0166,Park Kastiel Nitrianska Streda - National Monument,gps,,,,,False,False,,,False,,,False,SK-NI,Nitriansky,Slovakia,SK,True,48.5219,18.1761,JN98cm,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-NI,0,,False,True,False,False,SK-0166 Park Kastiel Nitrianska Streda - National Monument,,,0,0,0,JN98cm
SK-0167,Maly park Nitrianska Streda - National Monument,gps,,,,,False,False,,,False,,,False,SK-NI,Nitriansky,Slovakia,SK,True,48.5258,18.1752,JN98cm,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-NI,0,,False,True,False,False,SK-0167 Maly park Nitrianska Streda - National Monument,,,0,0,0,JN98cm
SK-0168,Rudnyanskeho park Travnica - National Monument,gps,,,,,False,False,,,False,,,False,SK-NI,Nitriansky,Slovakia,SK,True,48.1365,18.3347,JN98ed,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-NI,0,,False,True,False,False,SK-0168 Rudnyanskeho park Travnica - National Monument,,,0,0,0,JN98ed
SK-0169,Beladicky park - National Monument,gps,,,,,False,False,,,False,,,False,SK-NI,Nitriansky,Slovakia,SK,True,48.3413,18.2925,JN98di,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-NI,0,,False,True,False,False,SK-0169 Beladicky park - National Monument,,,0,0,0,JN98di
SK-0170,Park Kastiel Kolta - National Monument,gps,,,,,False,False,,,False,,,False,SK-NI,Nitriansky,Slovakia,SK,True,48.0196,18.4139,JN98ea,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-NI,0,,False,True,False,False,SK-0170 Park Kastiel Kolta - National Monument,,,0,0,0,JN98ea
SK-0171,Barlanghiho park - National Monument,gps,,,,,False,False,,,False,,,False,SK-NI,Nitriansky,Slovakia,SK,True,48.1365,18.3294,JN98dd,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-NI,0,,False,True,False,False,SK-0171 Barlanghiho park - National Monument,,,0,0,0,JN98dd
SK-0172,Park Kastiel Banov - National Monument,gps,,,,,False,False,,,False,,,False,SK-NI,Nitriansky,Slovakia,SK,True,48.0527,18.1988,JN98cb,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-NI,0,,False,True,False,False,SK-0172 Park Kastiel Banov - National Monument,,,0,0,0,JN98cb
SK-0174,Park Kastiel Hajna Nova Ves - National Monument,gps,,,,,False,False,,,False,,,False,SK-NI,Nitriansky,Slovakia,SK,True,48.5343,18.0331,JN98am,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-NI,0,,False,True,False,False,SK-0174 Park Kastiel Hajna Nova Ves - National Monument,,,0,0,0,JN98am
SK-0175,Park Kastiel Horne Obdokovce - National Monument,gps,,,,,False,False,,,False,,,False,SK-NI,Nitriansky,Slovakia,SK,True,48.496,18.0482,JN98al,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-NI,0,,False,True,False,False,SK-0175 Park Kastiel Horne Obdokovce - National Monument,,,0,0,0,JN98al
SK-0176,Park Kastiel Nitrianska Blatnica National Monument,gps,,,,,False,False,,,False,,,False,SK-NI,Nitriansky,Slovakia,SK,True,48.5578,17.9669,JN88xn,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-NI,0,,False,True,False,False,SK-0176 Park Kastiel Nitrianska Blatnica National Monument,,,0,0,0,JN88xn
SK-0001,Tatra National Park,gps,,,,,False,False,,,False,,,False,"SK-PV,SK-ZI",Prešovský,Slovakia,SK,True,49.1805,19.995,JN99xe,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-PV,0,,False,True,False,False,SK-0001 Tatra National Park,,,14,12,281,JN99xe
SK-0003,Slovensky raj National Park,gps,,,,,False,False,,,False,,,False,"SK-BC,SK-KI,SK-PV",Prešovský,Slovakia,SK,True,48.9,20.349,KN08ev,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-PV,0,,False,True,False,False,SK-0003 Slovensky raj National Park,,,6,6,259,KN08ev
SK-0004,Pieniny National Park,gps,,,,,False,False,,,False,,,False,SK-PV,Prešovský,Slovakia,SK,True,49.38,20.495,KN09fj,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-PV,0,,False,True,False,False,SK-0004 Pieniny National Park,,,5,3,132,KN09fj
SK-0009,Poloniny National Park,gps,,,,,False,False,,,False,,,False,SK-PV,Prešovský,Slovakia,SK,True,49.056,22.266,KN19db,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-PV,0,,False,True,False,False,SK-0009 Poloniny National Park,,,0,0,0,KN19db
SK-0026,Vihorlat - Protected Landscape Area,gps,,,,,False,False,,,False,,,False,"SK-KI,SK-PV",Prešovský,Slovakia,SK,True,48.87,22.195,KN18cu,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-PV,0,,False,True,False,False,SK-0026 Vihorlat - Protected Landscape Area,,,0,0,0,KN18cu
SK-0027,Vychodne Karpaty - Protected Landscape Area,gps,,,,,False,False,,,False,,,False,SK-PV,Prešovský,Slovakia,SK,True,49.3267,21.938,KN09xh,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-PV,0,,False,True,False,False,SK-0027 Vychodne Karpaty - Protected Landscape Area,,,4,4,191,KN09xh
SK-0092,Park Kastiel Spissky Hrhov - National Monument,gps,,,,,False,False,,,False,,,False,SK-PV,Prešovský,Slovakia,SK,True,48.9998,20.6428,KN08hx,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-PV,0,,False,True,False,False,SK-0092 Park Kastiel Spissky Hrhov - National Monument,,,1,1,27,KN08hx
SK-0093,Historicky park Snina - National Monument,gps,,,,,False,False,,,False,,,False,SK-PV,Prešovský,Slovakia,SK,True,48.985,22.1467,KN18bx,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-PV,0,,False,True,False,False,SK-0093 Historicky park Snina - National Monument,,,0,0,0,KN18bx
SK-0094,Park Mieru Humenne - National Monument,gps,,,,,False,False,,,False,,,False,SK-PV,Prešovský,Slovakia,SK,True,48.9391,21.9096,KN08ww,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-PV,0,,False,True,False,False,SK-0094 Park Mieru Humenne - National Monument,,,0,0,0,KN08ww
SK-0095,Park Kastiel Bijacovce - National Monument,gps,,,,,False,False,,,False,,,False,SK-PV,Prešovský,Slovakia,SK,True,49.0212,20.7929,KN09ja,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-PV,0,,False,True,False,False,SK-0095 Park Kastiel Bijacovce - National Monument,,,0,0,0,KN09ja
SK-0096,Park Kastiel Fricovce - National Monument,gps,,,,,False,False,,,False,,,False,SK-PV,Prešovský,Slovakia,SK,True,49.0168,20.974,KN09la,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-PV,0,,False,True,False,False,SK-0096 Park Kastiel Fricovce - National Monument,,,2,2,55,KN09la
SK-0097,Park Kastiel Strazky - National Monument,gps,,,,,False,False,,,False,,,False,SK-PV,Prešovský,Slovakia,SK,True,49.172,20.4538,KN09fe,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-PV,0,,False,True,False,False,SK-0097 Park Kastiel Strazky - National Monument,,,2,2,26,KN09fe
SK-0098,Park Kastiel Stakcin - National Monument,gps,,,,,False,False,,,False,,,False,SK-PV,Prešovský,Slovakia,SK,True,49.0011,22.2308,KN19ca,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-PV,0,,False,True,False,False,SK-0098 Park Kastiel Stakcin - National Monument,,,0,0,0,KN19ca
SK-0222,Park Kastiel Kamenica nad Cirochou - National Monument,gps,,,,,False,False,,,False,,,False,SK-PV,Prešovský,Slovakia,SK,True,48.9349,22.0017,KN18aw,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-PV,0,,False,True,False,False,SK-0222 Park Kastiel Kamenica nad Cirochou - National Monument,,,0,0,0,KN18aw
SK-0223,Park Kastiel Batizovce - National Monument,gps,,,,,False,False,,,False,,,False,SK-PV,Prešovský,Slovakia,SK,True,49.0751,20.1861,KN09cb,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-PV,0,,False,True,False,False,SK-0223 Park Kastiel Batizovce - National Monument,,,0,0,0,KN09cb
SK-0224,Park Kastiel Lucivna - National Monument,gps,,,,,False,False,,,False,,,False,SK-PV,Prešovský,Slovakia,SK,True,49.0515,20.1403,KN09bb,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-PV,0,,False,True,False,False,SK-0224 Park Kastiel Lucivna - National Monument,,,1,1,18,KN09bb
SK-0225,Park Kastiel Demjata - National Monument,gps,,,,,False,False,,,False,,,False,SK-PV,Prešovský,Slovakia,SK,True,49.1056,21.3102,KN09pc,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-PV,0,,False,True,False,False,SK-0225 Park Kastiel Demjata - National Monument,,,0,0,0,KN09pc
SK-0226,Park Kastiel Hermanovce - National Monument,gps,,,,,False,False,,,False,,,False,SK-PV,Prešovský,Slovakia,SK,True,49.0451,21.0187,KN09mb,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-PV,0,,False,True,False,False,SK-0226 Park Kastiel Hermanovce - National Monument,,,0,0,0,KN09mb
SK-0228,Panska zahrada Nizna Sebastova - National Monument,gps,,,,,False,False,,,False,,,False,SK-PV,Prešovský,Slovakia,SK,True,49.0186,21.2799,KN09pa,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-PV,0,,False,True,False,False,SK-0228 Panska zahrada Nizna Sebastova - National Monument,,,1,1,60,KN09pa
SK-0229,Park Kastiel Petrovany - National Monument,gps,,,,,False,False,,,False,,,False,SK-PV,Prešovský,Slovakia,SK,True,48.9178,21.2591,KN08pw,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-PV,0,,False,True,False,False,SK-0229 Park Kastiel Petrovany - National Monument,,,1,1,25,KN08pw
SK-0230,Park Kuria Zupcany - National Monument,gps,,,,,False,False,,,False,,,False,SK-PV,Prešovský,Slovakia,SK,True,49.0144,21.1551,KN09na,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-PV,0,,False,True,False,False,SK-0230 Park Kuria Zupcany - National Monument,,,0,0,0,KN09na
SK-0231,Park Kastiel Lubovec - National Monument,gps,,,,,False,False,,,False,,,False,SK-PV,Prešovský,Slovakia,SK,True,48.9026,21.1864,KN08ov,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-PV,0,,False,True,False,False,SK-0231 Park Kastiel Lubovec - National Monument,,,0,0,0,KN08ov
SK-0232,Park Kastiel Sarisske Bohdanovce National Monument,gps,,,,,False,False,,,False,,,False,SK-PV,Prešovský,Slovakia,SK,True,48.8512,21.3159,KN08pu,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-PV,0,,False,True,False,False,SK-0232 Park Kastiel Sarisske Bohdanovce National Monument,,,0,0,0,KN08pu
SK-0233,Park Kastiel Lubotice National Monument,gps,,,,,False,False,,,False,,,False,SK-PV,Prešovský,Slovakia,SK,True,49.0103,21.2739,KN09pa,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-PV,0,,False,True,False,False,SK-0233 Park Kastiel Lubotice National Monument,,,0,0,0,KN09pa
SK-0234,Park Kastiel Krivany - National Monument,gps,,,,,False,False,,,False,,,False,SK-PV,Prešovský,Slovakia,SK,True,49.17,20.9148,KN09ke,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-PV,0,,False,True,False,False,SK-0234 Park Kastiel Krivany - National Monument,,,0,0,0,KN09ke
SK-0235,Park Kastiel Sarisske Michalany - National Monument,gps,,,,,False,False,,,False,,,False,SK-PV,Prešovský,Slovakia,SK,True,49.0686,21.1324,KN09nb,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-PV,0,,False,True,False,False,SK-0235 Park Kastiel Sarisske Michalany - National Monument,,,1,1,14,KN09nb
SK-0236,Park Kastiel Sarisske Dravce - National Monument,gps,,,,,False,False,,,False,,,False,SK-PV,Prešovský,Slovakia,SK,True,49.1759,20.8599,KN09ke,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-PV,0,,False,True,False,False,SK-0236 Park Kastiel Sarisske Dravce - National Monument,,,0,0,0,KN09ke
SK-0238,Park Kastiel Raznany National Monument,gps,,,,,False,False,,,False,,,False,SK-PV,Prešovský,Slovakia,SK,True,49.0804,21.0837,KN09nb,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-PV,0,,False,True,False,False,SK-0238 Park Kastiel Raznany National Monument,,,2,2,30,KN09nb
SK-0239,Mariassyho park Pecovska Nova Ves National Monument,gps,,,,,False,False,,,False,,,False,SK-PV,Prešovský,Slovakia,SK,True,49.121,21.0431,KN09mc,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-PV,0,,False,True,False,False,SK-0239 Mariassyho park Pecovska Nova Ves National Monument,,,0,0,0,KN09mc
SK-0240,Park Kastiel Zelmanovce National Monument,gps,,,,,False,False,,,False,,,False,SK-PV,Prešovský,Slovakia,SK,True,49.1201,21.4263,KN09rc,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-PV,0,,False,True,False,False,SK-0240 Park Kastiel Zelmanovce National Monument,,,0,0,0,KN09rc
SK-0241,Park Kastiel Hanusovce nad Toplou National Monument,gps,,,,,False,False,,,False,,,False,SK-PV,Prešovský,Slovakia,SK,True,49.0263,21.4984,KN09ra,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-PV,0,,False,True,False,False,SK-0241 Park Kastiel Hanusovce nad Toplou National Monument,,,0,0,0,KN09ra
SK-0242,Park Malonayayovcov Nizny Hrabovec National Monument,gps,,,,,False,False,,,False,,,False,SK-PV,Prešovský,Slovakia,SK,True,48.8529,21.7518,KN08vu,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-PV,0,,False,True,False,False,SK-0242 Park Malonayayovcov Nizny Hrabovec National Monument,,,0,0,0,KN08vu
SK-0243,Park Kastiel Chminianska Nova Ves National Monument,gps,,,,,False,False,,,False,,,False,SK-PV,Prešovský,Slovakia,SK,True,49.0025,21.0791,KN09ma,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-PV,0,,False,True,False,False,SK-0243 Park Kastiel Chminianska Nova Ves National Monument,,,0,0,0,KN09ma
SK-0015,Male Karpaty - Protected Landscape Area,gps,,,,,False,False,,,False,,,False,"SK-BL,SK-TA,SK-TC",Trenčiansky,Slovakia,SK,True,48.433,17.322,JN88pk,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-TC,0,,False,True,False,False,SK-0015 Male Karpaty - Protected Landscape Area,,,17,13,529,JN88pk
SK-0016,Biele Karpaty - Protected Landscape Area,gps,,,,,False,False,,,False,,,False,SK-TC,Trenčiansky,Slovakia,SK,True,48.94,17.92,JN88xw,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/SK-TC,0,,False,True,False,False,SK-0016 Biele Karpaty - Protected Landscape Area,,,9,9,264,JN88xw
