callsign,name,band,freq_tx,freq_rx,ctcss_tx,ctcss_rx,c4fm,dmr,dmr_id,dmr_cc,dstar,dstar_rpt1,dstar_rpt2,fm,landmark,state,country,country_code,loc_exact,lat,long,locator,sea_level,skip,scan_group,source_id,source_name,source_provider,source_type,source_license,source_url,offset,dup,ctcss,simplex,split,multimode,name_formatted,distance,heading,attempts,activations,qsos,grid
AT-0190,Donauinsel Park,gps,,,,,False,False,,,False,,,False,"AT-NO,AT-WI",Niederösterreich,Austria,AT,True,48.2512,16.3838,JN88eg,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0190 Donauinsel Park,,,44,44,695,JN88eg
AT-0191,Naturpark Oetscher Nature Park,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,47.8615,15.2026,JN77ou,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0191 Naturpark Oetscher Nature Park,,,5,4,118,JN77ou
AT-0192,Naturpark Purkersdorf Nature Park,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,48.1995,16.1725,JN88ce,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0192 Naturpark Purkersdorf Nature Park,,,4,4,136,JN88ce
AT-0193,Capitularegarten Park,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,47.965,16.2029,JN87cx,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0193 Capitularegarten Park,,,4,4,143,JN87cx
AT-0194,Kurpark Bad Voeslau Park,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,47.9683,16.2056,JN87cx,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0194 Kurpark Bad Voeslau Park,,,5,4,83,JN87cx
AT-0195,Myrafaelle Park,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,47.9137,15.9367,JN77xv,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0195 Myrafaelle Park,,,2,2,86,JN77xv
AT-0196,Naturschutzgebiet Sandberge Oberweiden Nature Reserve,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,48.2882,16.782,JN88jg,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0196 Naturschutzgebiet Sandberge Oberweiden Nature Reserve,,,3,3,214,JN88jg
AT-0197,Weikendorfer Remise Nature Reserve,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,48.301,16.7576,JN88jh,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0197 Weikendorfer Remise Nature Reserve,,,2,2,83,JN88jh
AT-0198,Tullnerfelder Donau-Auen Natura 2000,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,48.35,16.0065,JN88ai,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0198 Tullnerfelder Donau-Auen Natura 2000,,,16,16,574,JN88ai
AT-0199,Steinfeld Natura 2000,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,47.8987,16.3315,JN87dv,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0199 Steinfeld Natura 2000,,,9,9,736,JN87dv
AT-0205,Stadtpark Neunkirchen Park,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,47.7202,16.0733,JN87ar,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0205 Stadtpark Neunkirchen Park,,,3,3,102,JN87ar
AT-0206,Wasserpark Tulln Recreation Park,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,48.3294,16.039,JN88ah,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0206 Wasserpark Tulln Recreation Park,,,6,5,184,JN88ah
AT-0209,Stausee Ottenstein Recreation Park,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,48.5928,15.3229,JN78po,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0209 Stausee Ottenstein Recreation Park,,,6,6,145,JN78po
AT-0211,St. Poeltner Seen Recreation Park,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,48.2246,15.6518,JN78tf,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0211 St. Poeltner Seen Recreation Park,,,3,3,83,JN78tf
AT-0212,Stadtwald (Kaiserwald) Park,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,48.2044,15.6114,JN78te,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0212 Stadtwald (Kaiserwald) Park,,,6,6,111,JN78te
AT-0216,Bisamberg Protected Landscape Area,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,48.3221,16.3779,JN88eh,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0216 Bisamberg Protected Landscape Area,,,7,7,130,JN88eh
AT-0217,Enzesfeld-Lindabrunn-Hernstein Protected Landscape Area,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,47.9112,16.1448,JN87bv,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0217 Enzesfeld-Lindabrunn-Hernstein Protected Landscape Area,,,85,84,4704,JN87bv
AT-0218,Strudengau und Umgebung Protected Landscape Area,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,48.2286,14.8986,JN78kf,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0218 Strudengau und Umgebung Protected Landscape Area,,,10,10,335,JN78kf
AT-0219,Goettweigerberg und Umgebung Protected Area,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,48.3675,15.6142,JN78ti,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0219 Goettweigerberg und Umgebung Protected Area,,,8,7,264,JN78ti
AT-0225,Kurpark Baden Recreation Park,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,48.0129,16.2313,JN88ca,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0225 Kurpark Baden Recreation Park,,,3,2,53,JN88ca
AT-0226,Kuerassier - Eisensteinhoehle European Protected Area,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,47.8404,16.1529,JN87bu,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0226 Kuerassier - Eisensteinhoehle European Protected Area,,,2,2,162,JN87bu
AT-0229,Schoenauer Teich Protected Area,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,47.9226,16.2569,JN87dw,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0229 Schoenauer Teich Protected Area,,,7,7,644,JN87dw
AT-0234,Schlosshof Historic Site,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,48.2146,16.9357,JN88lf,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0234 Schlosshof Historic Site,,,3,3,138,JN88lf
AT-0235,Pischelsdorfer Wiesen Protected Area,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,48.0268,16.5224,JN88ga,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0235 Pischelsdorfer Wiesen Protected Area,,,2,2,170,JN88ga
AT-0236,Naturschutzgebiet Goldberg Protected Area,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,48.0017,16.5225,JN88ga,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0236 Naturschutzgebiet Goldberg Protected Area,,,2,2,170,JN88ga
AT-0237,Aupark Klosterneuburg Park,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,48.3073,16.3331,JN88dh,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0237 Aupark Klosterneuburg Park,,,4,4,58,JN88dh
AT-0238,Landschaftspark Gaenserndorf Park,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,48.3476,16.7329,JN88ii,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0238 Landschaftspark Gaenserndorf Park,,,5,5,96,JN88ii
AT-0239,Naturdenkmal Fischaursprung Protected Area,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,47.8769,16.3264,JN87dv,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0239 Naturdenkmal Fischaursprung Protected Area,,,3,3,201,JN87dv
AT-0243,Naturgebilde Niedermoor Protected Area,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,47.8934,16.0986,JN87bv,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0243 Naturgebilde Niedermoor Protected Area,,,2,2,152,JN87bv
AT-0244,Theaterpark Berndorf Park,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,47.9449,16.1097,JN87bw,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0244 Theaterpark Berndorf Park,,,4,4,82,JN87bw
AT-0245,Wilhelm Kress Park,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,48.1835,16.122,JN88be,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0245 Wilhelm Kress Park,,,3,3,67,JN88be
AT-0248,Au-Erlebnisweg Klosterneuburg Natural Area,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,48.3069,16.3327,JN88dh,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0248 Au-Erlebnisweg Klosterneuburg Natural Area,,,4,4,73,JN88dh
AT-0249,Aubad Tulln Recreation Site,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,48.3318,16.077,JN88ah,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0249 Aubad Tulln Recreation Site,,,6,6,208,JN88ah
AT-0250,Northeastern edge of the Alps: Hohe Wand - Schneeberg - Rax Natura 2000,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,47.8444,15.9947,JN77xu,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0250 Northeastern edge of the Alps: Hohe Wand - Schneeberg - Rax Natura 2000,,,88,86,5489,JN77xu
AT-0251,Heinrich Wohlmuth Park,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,47.8687,16.0547,JN87au,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0251 Heinrich Wohlmuth Park,,,2,2,99,JN87au
AT-0252,Erholungswald Gloggnitz Recreation Park,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,47.6714,15.9399,JN77xq,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0252 Erholungswald Gloggnitz Recreation Park,,,2,2,77,JN77xq
AT-0253,Naturdenkmal Peterwald Protected Area,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,47.7178,16.0507,JN87ar,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0253 Naturdenkmal Peterwald Protected Area,,,3,3,130,JN87ar
AT-0254,Harrachpark Park,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,48.0265,16.7908,JN88ja,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0254 Harrachpark Park,,,2,2,85,JN88ja
AT-0256,Roman City of Carnuntum Historic Site,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,48.1126,16.8592,JN88kc,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0256 Roman City of Carnuntum Historic Site,,,3,3,81,JN88kc
AT-0257,Roman Military Town Amphitheater Historic Site,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,48.1266,16.8926,JN88kd,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0257 Roman Military Town Amphitheater Historic Site,,,3,3,90,JN88kd
AT-0258,Kurpark Bad Deutsch Altenburg Park,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,48.1399,16.902,JN88kd,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0258 Kurpark Bad Deutsch Altenburg Park,,,3,3,112,JN88kd
AT-0265,Pecherlehrpfad Hernstein Other Conservation Area,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,47.8888,16.1104,JN87bv,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0265 Pecherlehrpfad Hernstein Other Conservation Area,,,82,80,4592,JN87bv
AT-0266,Westliches Weinviertel Natura 2000,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,48.7213,15.9422,JN78xr,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0266 Westliches Weinviertel Natura 2000,,,3,3,107,JN78xr
AT-0267,Weinviertler Klippenzone Natura 2000,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,48.5709,16.4223,JN88fn,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0267 Weinviertler Klippenzone Natura 2000,,,6,5,102,JN88fn
AT-0268,Landschaftsschutzgebiet Falkenstein Protected Area,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,48.7235,16.5774,JN88gr,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0268 Landschaftsschutzgebiet Falkenstein Protected Area,,,4,4,126,JN88gr
AT-0269,Burgruine Falkenstein Historic Site,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,48.725,16.5786,JN88gr,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0269 Burgruine Falkenstein Historic Site,,,3,3,69,JN88gr
AT-0270,Walter Vogelweide Park,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,47.8251,16.2462,JN87ct,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0270 Walter Vogelweide Park,,,2,2,135,JN87ct
AT-0271,Obstgarten Park,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,47.7972,16.2304,JN87ct,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0271 Obstgarten Park,,,2,2,76,JN87ct
AT-0278,Kalkschottersteppe Obereggendorf Protected Area,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,47.8553,16.2871,JN87du,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0278 Kalkschottersteppe Obereggendorf Protected Area,,,4,4,413,JN87du
AT-0279,Hohe Wand - Duerre Wand Protected Landscape,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,47.835,15.9708,JN77xu,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0279 Hohe Wand - Duerre Wand Protected Landscape,,,13,11,964,JN77xu
AT-0280,Generationenpark Bad Erlach Park,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,47.7328,16.2114,JN87cr,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0280 Generationenpark Bad Erlach Park,,,2,2,109,JN87cr
AT-0281,East Austrian borderland route (07) National Recreation Trail,gps,,,,,False,False,,,False,,,False,"AT-BU,AT-NO,AT-ST,AT-WI",Niederösterreich,Austria,AT,True,48.1357,16.6334,JN88hd,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0281 East Austrian borderland route (07) National Recreation Trail,,,34,34,1356,JN88hd
AT-0282,European long-distance hiking trail (E4) National Recreation Trail,gps,,,,,False,False,,,False,,,False,"AT-BU,AT-NO,AT-OO,AT-ST,AT-SZ,AT-TR,AT-VO,AT-WI",Niederösterreich,Austria,AT,True,48.0737,16.1617,JN88bb,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0282 European long-distance hiking trail (E4) National Recreation Trail,,,90,88,3795,JN88bb
AT-0283,Lower Austrian state circular hiking trail National Recreation Trail,gps,,,,,False,False,,,False,,,False,"AT-BU,AT-NO,AT-ST,AT-WI",Niederösterreich,Austria,AT,True,48.303,15.1015,JN78nh,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0283 Lower Austrian state circular hiking trail National Recreation Trail,,,71,68,3423,JN78nh
AT-0285,Schmuckerau Park,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,47.8202,16.2288,JN87ct,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0285 Schmuckerau Park,,,2,2,140,JN87ct
AT-0290,Stadtpark Wiener Neustadt Park,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,47.8095,16.2396,JN87ct,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0290 Stadtpark Wiener Neustadt Park,,,2,2,35,JN87ct
AT-0291,Zentralalpenweg 02 National Scenic Trail,gps,,,,,False,False,,,False,,,False,"AT-BU,AT-KA,AT-NO,AT-ST,AT-SZ,AT-TR,AT-VO",Niederösterreich,Austria,AT,True,47.2714,14.7821,JN77jg,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0291 Zentralalpenweg 02 National Scenic Trail,,,29,28,1741,JN77jg
AT-0292,Jubilaeumswarte Berndorf Scenic Site,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,47.9387,16.1121,JN87bw,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0292 Jubilaeumswarte Berndorf Scenic Site,,,2,2,155,JN87bw
AT-0293,Schlosspark Tribuswinkel Park,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,48.0052,16.2762,JN88da,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0293 Schlosspark Tribuswinkel Park,,,4,4,117,JN88da
AT-0294,Eichkogel Protected Area,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,48.0636,16.292,JN88db,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0294 Eichkogel Protected Area,,,4,4,131,JN88db
AT-0295,Glaslauterriegel-Heferlberg Protected Area,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,48.0335,16.2536,JN88da,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0295 Glaslauterriegel-Heferlberg Protected Area,,,2,2,88,JN88da
AT-0296,Burgenlaendischer Mariazellerweg State Trail,gps,,,,,False,False,,,False,,,False,"AT-BU,AT-NO,AT-ST",Niederösterreich,Austria,AT,True,47.701,16.2912,JN87dq,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0296 Burgenlaendischer Mariazellerweg State Trail,,,20,20,1376,JN87dq
AT-0298,Kalkklippe Oberpiesting Protected Area,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,47.8719,16.1062,JN87bu,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0298 Kalkklippe Oberpiesting Protected Area,,,2,2,98,JN87bu
AT-0299,St. Mary’s Trail M05 State Trail,gps,,,,,False,False,,,False,,,False,"AT-BU,AT-NO,AT-ST",Niederösterreich,Austria,AT,True,47.737,16.3975,JN87er,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0299 St. Mary’s Trail M05 State Trail,,,16,16,1057,JN87er
AT-0300,Rosalia circular hiking State Trail,gps,,,,,False,False,,,False,,,False,"AT-BU,AT-NO",Niederösterreich,Austria,AT,True,47.7413,16.2964,JN87dr,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0300 Rosalia circular hiking State Trail,,,7,7,217,JN87dr
AT-0301,Wiener Alpenbogen State Trail,gps,,,,,False,False,,,False,,,False,"AT-BU,AT-NO,AT-ST",Niederösterreich,Austria,AT,True,47.5598,15.9054,JN77wn,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0301 Wiener Alpenbogen State Trail,,,72,69,3769,JN77wn
AT-0302,Mitterschoepfl-Hirschenstein Protected Area,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,48.0863,15.9316,JN78xc,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0302 Mitterschoepfl-Hirschenstein Protected Area,,,4,4,155,JN78xc
AT-0304,Weinberg-Hoeherberg Protected Area,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,48.0596,16.0531,JN88ab,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0304 Weinberg-Hoeherberg Protected Area,,,2,2,109,JN88ab
AT-0306,Basilika Sonntagberg Historic Site,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,47.9965,14.7622,JN77jx,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0306 Basilika Sonntagberg Historic Site,,,6,6,244,JN77jx
AT-0307,Erlebnisarena Neufeld Recreation Site,gps,,,,,False,False,,,False,,,False,"AT-BU,AT-NO",Niederösterreich,Austria,AT,True,47.867,16.374,JN87eu,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0307 Erlebnisarena Neufeld Recreation Site,,,7,7,283,JN87eu
AT-0310,Generationenpark Leobersdorf Park,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,47.9269,16.2246,JN87cw,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0310 Generationenpark Leobersdorf Park,,,28,26,1584,JN87cw
AT-0314,Europaschutzgebiet Truppenuebungsplatz Allentsteig Protected Area,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,48.6916,15.3547,JN78qq,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0314 Europaschutzgebiet Truppenuebungsplatz Allentsteig Protected Area,,,12,10,341,JN78qq
AT-0317,Keltensiedlung am Sandberg Historic Site,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,48.6587,15.9667,JN78xp,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0317 Keltensiedlung am Sandberg Historic Site,,,2,2,86,JN78xp
AT-0345,Stadtpark Traiskirchen Park,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,48.013,16.2991,JN88da,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0345 Stadtpark Traiskirchen Park,,,4,3,152,JN88da
AT-0346,Wiener Huette Recreation Site,gps,,,,,False,False,,,False,,,False,AT-NO,Niederösterreich,Austria,AT,True,48.1275,16.2081,JN88cd,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-NO,0,,False,True,False,False,AT-0346 Wiener Huette Recreation Site,,,4,4,111,JN88cd
AT-0009,Waldhausen Klosterkirche Sanctuary,gps,,,,,False,False,,,False,,,False,AT-OO,Oberösterreich,Austria,AT,True,48.2811,14.9535,JN78lg,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-OO,0,,False,True,False,False,AT-0009 Waldhausen Klosterkirche Sanctuary,,,8,8,347,JN78lg
AT-0012,Attersee-Traunsee Nature Reserve,gps,,,,,False,False,,,False,,,False,AT-OO,Oberösterreich,Austria,AT,True,47.8794,13.6445,JN67tv,,False,,pota-api,POTA API,Parks on the Air,api,,https://api.pota.app/location/parks/AT-OO,0,,False,True,False,False,AT-0012 Attersee-Traunsee Nature Reserve,,,16,14,612,JN67tv
